customer_id,signup_date,age,country,device,acquisition_channel,plan,billing_cycle,payment_method,base_price,total_discount_pct,monthly_fee,late_payments_6m,usage_days_30,avg_session_minutes,content_diversity,engagement_trend,support_tickets_6m,avg_ticket_resolution_hours,had_streaming_issues,refund_requests_12m,tenure_months,churn_probability_true,churned,churned_month
13983,2021-05-11,59,NL,SmartTV,Social,Premium,Annual,Debit Card,17.99,0.2960027405085488,12.66,0,8,22.3,10,0.51,0,24.0,0,0,56,0.6216,1,6.0
13984,2022-04-16,34,NL,Mobile,Email,Standard,Monthly,Apple Pay,13.99,0.05,13.29,0,30,34.8,10,-2.02,1,12.6,1,0,45,0.6394,0,
13985,2024-10-25,54,US,Desktop,Organic,Basic,Monthly,PayPal,9.99,0.0,9.99,0,21,5.0,5,-1.17,0,1.4,0,0,14,0.6238,0,
13986,2025-07-15,52,DE,Mobile,Email,Basic,Monthly,Prepaid,9.99,0.05,9.49,0,19,85.2,7,-0.4,2,31.0,0,0,6,0.7126,1,5.0
13987,2022-04-04,19,CA,SmartTV,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,13,95.3,8,-0.4,0,26.9,1,0,45,0.8885,1,6.0
13988,2023-08-06,53,UK,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,14,64.1,3,-0.47,0,26.5,0,0,29,0.6711,1,6.0
13989,2024-11-13,59,UK,Desktop,Social,Basic,Annual,Credit Card,9.99,0.2026047880836801,7.97,0,20,39.8,1,0.99,2,23.8,0,0,14,0.5406,1,11.0
13990,2024-12-26,32,ES,Tablet,Organic,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,14,54.8,6,1.62,0,21.1,0,2,12,0.8847,1,8.0
13991,2021-10-07,65,US,Tablet,Paid Search,Standard,Annual,Debit Card,13.99,0.11216037707569913,12.42,1,26,21.4,6,-0.07,0,15.2,0,0,51,0.4469,1,6.0
13992,2025-03-11,19,DE,Desktop,Referral,Basic,Monthly,PayPal,9.99,0.0,9.99,0,7,26.2,5,0.99,1,16.8,0,0,10,0.6123,1,9.0
13993,2025-05-03,27,US,Desktop,Organic,Standard,Annual,Credit Card,13.99,0.10364779225075352,12.54,0,18,66.8,5,1.32,0,27.0,0,1,8,0.5381,0,
13994,2024-09-04,67,US,SmartTV,Affiliate,Premium,Annual,Apple Pay,17.99,0.1974653960123463,14.44,0,15,38.1,9,-0.02,0,4.0,0,0,16,0.4614,1,7.0
13995,2023-08-21,62,UK,Desktop,Social,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,1,69.5,5,0.03,0,6.9,0,0,28,0.6029,1,7.0
13996,2022-12-16,57,DE,Desktop,Social,Standard,Monthly,Credit Card,13.99,0.1,12.59,1,14,34.0,4,-1.04,0,20.3,0,0,36,0.7877,1,8.0
13997,2025-06-13,49,US,SmartTV,Paid Search,Basic,Monthly,Prepaid,9.99,0.0,9.99,0,12,51.3,8,-0.46,1,1.0,0,1,7,0.7206,1,2.0
13998,2025-04-27,28,SE,Mobile,Organic,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,11,46.6,10,0.92,1,19.1,0,0,8,0.7777,1,5.0
13999,2023-08-05,43,NL,Desktop,Paid Search,Basic,Monthly,Credit Card,9.99,0.2,7.99,0,0,24.9,7,0.23,0,26.4,0,0,29,0.8044,0,
14000,2024-09-16,47,IT,Mobile,Paid Search,Basic,Monthly,Debit Card,9.99,0.05,9.49,1,21,43.3,8,0.3,4,11.7,0,1,15,0.6841,1,2.0
14001,2023-01-01,22,US,Mobile,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,16,73.5,8,-0.02,0,24.3,0,0,36,0.7399,0,
14002,2024-09-18,48,CA,Desktop,Social,Standard,Monthly,Credit Card,13.99,0.15,11.89,1,19,85.2,2,-0.78,0,5.4,0,0,15,0.7416,1,9.0
14003,2021-06-13,22,UK,Mobile,Organic,Premium,Annual,Google Pay,17.99,0.3397612277657096,11.88,1,10,66.9,9,-1.24,0,16.5,0,0,55,0.484,0,
14004,2025-07-05,24,US,Mobile,Referral,Basic,Monthly,Credit Card,9.99,0.15,8.49,0,17,51.2,9,0.45,0,11.0,1,0,6,0.7644,1,6.0
14005,2023-07-31,26,FR,Desktop,Social,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,9,61.3,4,-0.74,2,11.9,1,0,29,0.87,1,9.0
14006,2023-12-30,27,US,Desktop,Affiliate,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,7,49.5,5,0.37,0,5.1,0,0,24,0.7215,0,
14007,2021-12-12,22,IT,Mobile,Paid Search,Standard,Monthly,PayPal,13.99,0.05,13.29,1,0,25.4,5,-0.21,0,16.5,0,1,49,0.913,1,9.0
14008,2023-08-24,67,DE,Desktop,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,12,52.6,7,0.37,0,41.0,1,0,28,0.8418,1,8.0
14009,2021-01-06,59,DE,Mobile,Referral,Premium,Annual,Credit Card,17.99,0.18598503946170525,14.64,0,4,27.3,4,-0.78,1,17.3,0,0,60,0.6178,1,1.0
14010,2025-06-14,44,FR,Mobile,Email,Basic,Monthly,Credit Card,9.99,0.05,9.49,1,11,7.4,8,0.22,0,9.8,0,1,7,0.8362,1,4.0
14011,2024-09-29,37,IT,Mobile,Social,Standard,Monthly,PayPal,13.99,0.0,13.99,1,1,37.2,2,-0.61,1,30.2,1,0,15,0.9443,1,12.0
14012,2023-04-10,27,FR,Tablet,Paid Search,Premium,Monthly,PayPal,17.99,0.0,17.99,0,0,20.5,8,-0.32,0,21.7,0,0,33,0.6243,1,6.0
14013,2025-03-07,67,ES,Desktop,Social,Standard,Monthly,PayPal,13.99,0.0,13.99,0,2,51.7,4,-0.25,0,26.3,1,1,10,0.954,1,8.0
14014,2025-01-21,59,IT,SmartTV,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,18,49.1,7,-0.69,1,1.0,1,0,11,0.9047,1,6.0
14015,2021-08-06,57,DE,Desktop,Organic,Standard,Monthly,Credit Card,13.99,0.1,12.59,0,11,64.7,3,1.19,0,8.6,0,0,53,0.6532,1,5.0
14016,2021-04-09,42,UK,SmartTV,Organic,Premium,Monthly,Prepaid,17.99,0.0,17.99,0,19,56.7,9,-2.47,2,20.3,0,0,57,0.5941,1,5.0
14017,2022-04-09,19,SE,Mobile,Affiliate,Standard,Monthly,PayPal,13.99,0.0,13.99,0,9,13.8,7,-0.24,0,19.4,0,0,45,0.7871,1,5.0
14018,2021-01-03,51,IT,Desktop,Organic,Standard,Monthly,Debit Card,13.99,0.05,13.29,0,9,32.3,5,0.76,3,11.1,0,0,60,0.7908,1,5.0
14019,2023-11-13,43,US,Desktop,Referral,Basic,Monthly,Debit Card,9.99,0.15,8.49,0,19,62.8,7,0.87,0,9.2,0,0,26,0.617,0,
14020,2023-08-23,33,FR,Desktop,Affiliate,Premium,Monthly,PayPal,17.99,0.0,17.99,1,21,54.1,8,-1.91,0,29.8,0,0,28,0.6164,0,
14021,2023-09-10,34,DE,SmartTV,Organic,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,20,49.2,6,-0.06,0,19.5,1,0,28,0.8031,1,1.0
14022,2021-05-15,21,NL,Desktop,Email,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,19,52.3,7,-2.43,1,9.3,0,0,56,0.6873,1,9.0
14023,2025-08-04,63,US,Mobile,Referral,Standard,Monthly,Google Pay,13.99,0.1,12.59,0,12,26.9,7,0.19,0,16.5,0,0,5,0.4905,0,
14024,2025-11-19,26,US,Tablet,Social,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,23,38.9,6,0.47,0,34.8,1,0,1,0.9161,1,3.0
14025,2023-12-15,60,IT,Mobile,Social,Basic,Monthly,Google Pay,9.99,0.0,9.99,1,13,52.7,7,0.65,0,25.4,0,0,25,0.7175,1,12.0
14026,2021-01-11,68,DE,Mobile,Organic,Standard,Annual,Google Pay,13.99,0.15964191511111986,11.76,0,9,34.3,4,2.02,0,27.4,0,0,60,0.5908,1,3.0
14027,2022-12-25,20,DE,Desktop,Social,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,13,55.8,5,-1.11,1,12.7,0,1,36,0.8394,0,
14028,2024-08-04,50,FR,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,7,62.9,11,-1.13,0,7.9,0,0,17,0.7988,1,1.0
14029,2024-09-29,21,SE,Tablet,Paid Search,Basic,Monthly,Apple Pay,9.99,0.1,8.99,0,17,42.0,8,-1.03,2,4.5,1,0,15,0.9029,0,
14030,2022-03-21,61,FR,Mobile,Social,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,30,69.2,8,0.72,0,37.9,0,0,45,0.5866,1,5.0
14031,2025-02-11,44,DE,SmartTV,Affiliate,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,14,60.8,7,0.49,2,21.3,0,0,11,0.7574,0,
14032,2025-11-02,19,IT,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,10,52.5,7,-1.82,2,15.7,1,0,2,0.8199,0,
14033,2023-07-18,58,FR,Mobile,Organic,Standard,Annual,Google Pay,13.99,0.31956613990539184,9.52,0,23,67.6,7,1.97,1,7.9,1,0,29,0.4931,1,7.0
14034,2022-11-28,57,IT,Mobile,Organic,Premium,Annual,Google Pay,17.99,0.3160087996713583,12.31,0,11,34.4,8,-0.72,1,24.2,0,0,37,0.6887,1,8.0
14035,2023-08-19,66,FR,Tablet,Referral,Premium,Annual,Debit Card,17.99,0.11419864882840448,15.94,0,7,57.9,6,0.36,0,36.9,1,0,28,0.7162,0,
14036,2021-02-19,43,SE,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.1,12.59,0,21,68.0,5,-0.19,0,22.7,0,0,58,0.7092,1,6.0
14037,2023-08-14,66,ES,Mobile,Organic,Basic,Annual,Apple Pay,9.99,0.18039008008202517,8.19,1,19,32.8,8,0.41,1,12.8,0,0,29,0.6188,1,9.0
14038,2021-02-19,52,UK,Mobile,Referral,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,14,70.0,5,0.85,0,21.0,0,1,58,0.658,1,5.0
14039,2021-03-05,45,DE,Mobile,Organic,Basic,Annual,PayPal,9.99,0.2799871001975046,7.19,1,13,64.7,10,-0.09,1,32.2,1,0,58,0.7772,0,
14040,2023-10-08,36,US,SmartTV,Social,Standard,Monthly,PayPal,13.99,0.0,13.99,0,7,45.9,10,0.58,0,23.5,0,0,27,0.7923,0,
14041,2023-07-22,33,IT,Desktop,Social,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,16,12.0,4,0.49,1,12.9,0,0,29,0.4871,0,
14042,2025-12-07,50,NL,Desktop,Affiliate,Basic,Monthly,Debit Card,9.99,0.1,8.99,0,10,75.3,2,0.56,0,32.9,0,0,1,0.7776,1,1.0
14043,2023-07-17,56,US,Mobile,Paid Search,Premium,Monthly,PayPal,17.99,0.1,16.19,0,21,59.0,6,-0.65,0,19.7,0,0,30,0.6779,0,
14044,2025-11-25,19,ES,Desktop,Social,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,20,33.7,6,-0.92,0,3.9,0,0,1,0.5778,0,
14045,2025-01-13,39,US,Tablet,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,10,43.3,2,1.56,0,11.8,0,0,12,0.8064,1,6.0
14046,2022-09-08,20,UK,Mobile,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,1,18,40.3,6,2.05,0,17.8,0,1,40,0.6534,1,1.0
14047,2025-08-19,38,IT,SmartTV,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,0,12,5.0,8,-0.89,0,14.0,1,0,4,0.8388,1,1.0
14048,2023-06-01,59,US,Mobile,Organic,Basic,Annual,Credit Card,9.99,0.1854293521403041,8.14,0,2,26.7,1,0.48,1,18.7,1,0,31,0.9022,1,2.0
14049,2023-12-23,53,UK,Mobile,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,23,24.2,8,0.75,0,19.6,0,0,24,0.6472,0,
14050,2021-07-03,24,IT,SmartTV,Social,Premium,Annual,PayPal,17.99,0.1854004125533813,14.65,1,11,44.2,6,-0.4,1,10.3,0,0,54,0.6695,1,2.0
14051,2022-01-24,55,SE,Desktop,Social,Premium,Annual,Credit Card,17.99,0.21024575730368625,14.21,0,3,39.5,9,0.4,1,6.4,1,0,47,0.8068,1,10.0
14052,2023-08-12,18,CA,Desktop,Organic,Basic,Annual,Apple Pay,9.99,0.1303508116601927,8.69,0,1,5.0,9,-0.17,0,27.6,0,0,29,0.6774,0,
14053,2022-05-11,18,IT,SmartTV,Social,Basic,Monthly,PayPal,9.99,0.0,9.99,0,22,34.3,1,0.39,0,14.6,0,0,44,0.6723,0,
14054,2024-01-01,65,NL,SmartTV,Paid Search,Standard,Monthly,Debit Card,13.99,0.05,13.29,0,17,50.8,3,-0.73,0,15.1,0,0,24,0.7358,0,
14055,2021-05-26,19,IT,SmartTV,Referral,Standard,Monthly,Google Pay,13.99,0.15,11.89,0,3,55.2,3,-0.26,2,11.4,0,0,55,0.8624,0,
14056,2022-04-04,31,CA,Desktop,Referral,Standard,Monthly,Credit Card,13.99,0.15,11.89,0,8,20.6,8,-0.99,0,22.9,0,0,45,0.8014,1,10.0
14057,2024-04-29,24,FR,Desktop,Affiliate,Standard,Monthly,Debit Card,13.99,0.1,12.59,0,8,54.2,7,-0.19,0,11.8,1,0,20,0.8375,1,8.0
14058,2024-01-23,48,ES,Desktop,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,0,56.2,2,-0.4,0,15.9,1,0,23,0.8398,1,8.0
14059,2025-12-02,45,US,Mobile,Affiliate,Premium,Monthly,Debit Card,17.99,0.05,17.09,0,22,60.7,4,-0.49,0,6.5,0,0,1,0.5279,0,
14060,2025-07-01,61,IT,Mobile,Paid Search,Premium,Monthly,Debit Card,17.99,0.05,17.09,1,16,47.7,3,0.93,0,7.4,0,1,6,0.8332,1,1.0
14061,2025-01-20,69,NL,SmartTV,Social,Standard,Monthly,Debit Card,13.99,0.0,13.99,0,13,38.4,9,0.22,0,34.3,0,0,11,0.8052,1,12.0
14062,2021-01-02,56,UK,Mobile,Paid Search,Basic,Annual,Credit Card,9.99,0.1913406950315052,8.08,0,12,60.4,2,0.58,2,21.5,0,0,60,0.513,1,6.0
14063,2024-01-06,42,SE,SmartTV,Affiliate,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,10,40.2,8,0.5,3,35.0,0,1,24,0.8555,1,9.0
14064,2022-02-23,20,IT,Mobile,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,0,9,64.4,7,-1.43,1,21.6,0,0,46,0.7503,1,6.0
14065,2022-05-03,65,UK,Mobile,Organic,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,23,71.3,9,1.34,1,17.9,0,1,44,0.4752,1,8.0
14066,2022-01-19,47,IT,Mobile,Email,Basic,Monthly,PayPal,9.99,0.0,9.99,0,18,76.6,6,-0.75,0,6.4,0,0,47,0.6755,1,9.0
14067,2023-04-13,29,FR,Mobile,Paid Search,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,9,18.7,6,0.19,1,22.2,1,0,33,0.8538,1,5.0
14068,2021-08-15,46,US,Mobile,Affiliate,Basic,Monthly,PayPal,9.99,0.0,9.99,0,17,40.3,9,-0.4,0,14.5,0,0,53,0.6985,0,
14069,2023-08-30,38,US,Mobile,Affiliate,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,2,50.1,5,0.53,1,28.9,0,0,28,0.8384,1,5.0
14070,2021-10-31,36,NL,Desktop,Social,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,11,34.7,5,0.74,2,14.2,0,1,50,0.7778,0,
14071,2023-07-03,41,ES,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,14,73.7,8,0.81,2,6.2,1,0,30,0.8198,0,
14072,2024-02-17,57,ES,Mobile,Organic,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,0,93.3,8,0.14,0,6.4,0,1,22,0.8004,0,
14073,2021-11-25,26,DE,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.05,13.29,0,22,66.0,5,-1.62,0,5.0,0,0,49,0.7375,1,12.0
14074,2021-07-07,68,US,Mobile,Affiliate,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,11,28.9,2,-0.39,0,32.7,0,0,54,0.7596,1,12.0
14075,2025-01-12,21,NL,SmartTV,Organic,Standard,Monthly,Google Pay,13.99,0.05,13.29,0,21,33.3,1,-0.15,0,18.7,0,0,12,0.6123,0,
14076,2024-09-10,25,DE,SmartTV,Organic,Premium,Monthly,PayPal,17.99,0.0,17.99,0,4,56.5,4,-0.21,1,15.1,0,0,16,0.7842,1,3.0
14077,2022-04-23,53,DE,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,20,28.1,1,-0.78,0,29.6,0,0,44,0.7364,0,
14078,2025-06-08,25,DE,Mobile,Paid Search,Standard,Monthly,PayPal,13.99,0.0,13.99,1,9,28.6,4,0.4,0,11.4,0,0,7,0.7661,1,9.0
14079,2022-02-08,58,UK,Mobile,Social,Premium,Annual,Credit Card,17.99,0.1087817837953972,16.03,0,23,41.0,4,2.21,0,22.5,0,0,47,0.286,0,
14080,2025-08-19,56,US,Tablet,Social,Basic,Monthly,Google Pay,9.99,0.0,9.99,1,25,79.0,4,2.06,0,1.0,1,1,4,0.6746,1,11.0
14081,2021-07-26,40,IT,Mobile,Affiliate,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,12,63.5,5,-0.26,0,13.6,0,1,53,0.6558,0,
14082,2024-04-20,41,NL,Desktop,Organic,Basic,Annual,Apple Pay,9.99,0.1263539009624646,8.73,0,21,32.7,10,0.28,0,10.6,1,2,20,0.7085,1,1.0
14083,2021-02-05,69,IT,Mobile,Paid Search,Basic,Monthly,Debit Card,9.99,0.05,9.49,1,5,31.1,5,-0.77,0,6.7,0,0,59,0.8367,0,
14084,2021-12-27,59,UK,Tablet,Social,Standard,Monthly,Apple Pay,13.99,0.15,11.89,1,20,67.8,4,-1.09,1,26.9,1,0,48,0.9306,1,1.0
14085,2023-01-09,50,IT,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,11,5.0,7,-0.64,4,13.8,0,0,36,0.7795,1,12.0
14086,2021-06-05,25,FR,Mobile,Organic,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,12,57.5,5,0.22,1,12.4,0,0,55,0.6905,1,11.0
14087,2023-04-15,48,CA,Mobile,Referral,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,18,66.3,1,0.88,1,15.0,0,0,33,0.6191,0,
14088,2022-02-28,20,NL,Desktop,Organic,Premium,Monthly,Debit Card,17.99,0.1,16.19,1,8,50.6,1,-1.26,0,24.3,0,0,46,0.8508,1,12.0
14089,2021-06-30,31,FR,Desktop,Affiliate,Basic,Annual,Apple Pay,9.99,0.23765029317065,7.62,0,13,56.2,6,0.29,1,20.8,0,0,54,0.5409,1,2.0
14090,2025-10-23,54,UK,Desktop,Referral,Basic,Annual,Credit Card,9.99,0.22962510854961,7.7,0,17,45.0,6,-0.85,0,10.3,1,1,2,0.7465,1,12.0
14091,2025-11-28,39,US,Mobile,Paid Search,Standard,Monthly,PayPal,13.99,0.2,11.19,0,12,29.4,8,-0.59,1,20.9,0,0,1,0.8216,1,9.0
14092,2025-10-24,69,US,Desktop,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,2,50.3,3,-0.78,0,35.4,1,0,2,0.9354,1,7.0
14093,2021-10-09,66,US,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,11,59.5,2,-0.67,0,20.7,1,0,51,0.8849,1,11.0
14094,2022-11-29,22,FR,Desktop,Organic,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,12,92.8,6,-1.3,1,31.7,0,0,37,0.8569,1,12.0
14095,2022-08-21,63,US,Tablet,Referral,Basic,Monthly,PayPal,9.99,0.1,8.99,1,26,26.6,7,-2.12,0,15.3,0,0,40,0.6779,1,12.0
14096,2022-08-18,62,IT,Mobile,Referral,Basic,Monthly,Debit Card,9.99,0.05,9.49,1,19,58.3,2,1.91,1,1.0,1,1,40,0.9042,1,5.0
14097,2023-01-31,23,DE,SmartTV,Organic,Basic,Monthly,Credit Card,9.99,0.05,9.49,1,23,54.9,8,-0.7,1,12.1,0,0,35,0.5657,0,
14098,2023-07-21,38,SE,SmartTV,Paid Search,Basic,Monthly,Prepaid,9.99,0.15,8.49,0,4,15.4,4,0.04,0,22.4,0,0,29,0.7765,1,4.0
14099,2023-06-05,67,IT,SmartTV,Paid Search,Basic,Monthly,Prepaid,9.99,0.0,9.99,2,6,55.8,5,-0.82,1,15.2,0,0,31,0.9225,1,6.0
14100,2022-06-17,18,DE,Mobile,Organic,Standard,Annual,Credit Card,13.99,0.18853983995469903,11.35,0,11,31.8,7,0.26,2,7.0,0,0,42,0.6574,0,
14101,2025-11-25,21,UK,SmartTV,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,1,10,65.0,5,2.15,1,21.5,0,0,1,0.7374,1,12.0
14102,2025-11-24,44,IT,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,12,77.5,2,-1.3,2,1.0,0,0,1,0.6855,1,1.0
14103,2022-08-28,67,SE,Mobile,Affiliate,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,17,34.7,7,-0.55,2,26.3,0,0,40,0.6638,1,12.0
14104,2022-02-08,32,IT,Desktop,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,27,69.3,6,-0.86,2,1.0,0,0,47,0.6131,1,10.0
14105,2023-08-31,58,ES,Mobile,Organic,Premium,Monthly,Credit Card,17.99,0.05,17.09,0,10,56.6,13,-0.51,0,1.0,0,0,28,0.706,1,11.0
14106,2022-11-06,54,NL,Mobile,Paid Search,Basic,Monthly,Google Pay,9.99,0.05,9.49,0,14,5.0,3,1.19,0,18.6,0,0,38,0.6524,1,2.0
14107,2025-12-08,25,IT,SmartTV,Organic,Premium,Monthly,PayPal,17.99,0.0,17.99,0,22,36.5,11,0.47,2,34.2,1,0,1,0.802,0,
14108,2023-02-24,32,IT,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.1,12.59,0,17,49.3,8,-1.33,0,1.0,0,0,34,0.6089,0,
14109,2021-03-14,50,DE,Desktop,Email,Standard,Monthly,Debit Card,13.99,0.1,12.59,0,10,58.2,1,1.05,0,20.1,1,1,58,0.8624,1,11.0
14110,2021-08-17,43,UK,SmartTV,Affiliate,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,7,55.6,2,-1.03,0,25.4,1,0,52,0.9064,0,
14111,2021-05-17,30,UK,Mobile,Organic,Standard,Annual,Credit Card,13.99,0.2770572462111581,10.11,0,13,51.7,5,-0.16,0,15.2,0,1,55,0.5982,0,
14112,2022-12-01,28,US,SmartTV,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,24,33.5,4,0.3,1,33.5,0,0,37,0.6241,1,10.0
14113,2022-08-01,46,UK,SmartTV,Affiliate,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,22,37.1,9,0.36,2,13.0,0,0,41,0.609,1,2.0
14114,2025-04-14,61,US,Mobile,Paid Search,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,11,39.4,5,-1.19,2,23.2,0,1,9,0.8855,1,11.0
14115,2025-06-15,39,NL,Desktop,Paid Search,Premium,Monthly,PayPal,17.99,0.1,16.19,0,14,110.5,9,0.96,2,8.9,0,0,7,0.8072,1,9.0
14116,2021-09-14,66,UK,Mobile,Organic,Basic,Annual,Prepaid,9.99,0.3330878217424833,6.66,0,21,37.7,9,0.45,1,19.3,0,0,52,0.4417,0,
14117,2025-09-21,52,UK,SmartTV,Social,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,25,49.0,7,-2.5,0,19.5,0,0,3,0.5774,0,
14118,2023-12-03,38,IT,Mobile,Organic,Basic,Monthly,PayPal,9.99,0.1,8.99,0,30,64.8,9,-1.26,0,29.9,0,0,25,0.448,0,
14119,2022-07-15,54,IT,Mobile,Social,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,20,28.9,5,0.96,1,40.9,0,0,42,0.6429,0,
14120,2023-01-13,41,FR,Desktop,Affiliate,Standard,Monthly,Debit Card,13.99,0.0,13.99,2,8,48.8,2,1.07,1,7.0,0,0,36,0.8385,1,1.0
14121,2023-03-17,57,ES,Desktop,Paid Search,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,11,24.9,10,-0.67,0,11.0,0,0,34,0.7893,1,9.0
14122,2021-11-08,69,UK,Desktop,Affiliate,Standard,Annual,Credit Card,13.99,0.15365764616581218,11.84,0,21,82.5,9,0.59,0,24.8,1,0,50,0.5998,0,
14123,2025-05-03,58,DE,Mobile,Social,Standard,Annual,Credit Card,13.99,0.20821167635991605,11.08,0,25,47.1,6,-0.82,0,18.8,0,0,8,0.4211,0,
14124,2021-01-23,25,UK,Tablet,Paid Search,Basic,Monthly,PayPal,9.99,0.2,7.99,1,0,47.6,1,-1.25,0,9.1,0,0,59,0.8921,0,
14125,2021-05-08,21,US,Tablet,Email,Basic,Monthly,PayPal,9.99,0.0,9.99,1,15,45.4,4,-1.57,1,15.1,0,0,56,0.7788,1,5.0
14126,2022-05-15,60,FR,Desktop,Email,Basic,Monthly,Prepaid,9.99,0.05,9.49,0,21,33.5,1,1.39,1,28.1,0,0,44,0.6145,0,
14127,2021-09-20,62,US,Tablet,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,14,49.2,5,-0.04,2,37.9,0,0,51,0.8798,1,3.0
14128,2021-04-23,47,ES,Mobile,Email,Standard,Monthly,PayPal,13.99,0.0,13.99,0,25,33.0,6,0.36,0,16.2,0,1,56,0.6625,1,8.0
14129,2022-12-02,30,FR,Mobile,Email,Basic,Monthly,Prepaid,9.99,0.0,9.99,0,6,37.8,6,-0.05,0,24.4,0,0,37,0.8034,1,5.0
14130,2022-11-19,63,US,Mobile,Paid Search,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,4,45.1,4,0.26,0,22.7,0,0,37,0.6665,1,3.0
14131,2021-08-18,41,IT,Mobile,Paid Search,Basic,Annual,Apple Pay,9.99,0.4,5.99,0,27,35.1,4,-2.5,0,16.6,0,0,52,0.3992,1,8.0
14132,2025-01-19,33,US,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.05,9.49,0,24,80.9,7,-2.08,0,11.1,0,0,11,0.6286,1,3.0
14133,2025-05-31,37,FR,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,17,17.1,1,-0.84,1,21.4,0,0,7,0.7551,0,
14134,2024-08-07,33,ES,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,9,26.0,10,-0.14,0,26.0,0,0,17,0.7083,1,12.0
14135,2023-08-12,32,ES,Desktop,Organic,Basic,Annual,Prepaid,9.99,0.24013064070976517,7.59,0,7,42.8,1,-0.36,0,8.3,1,0,29,0.8407,1,2.0
14136,2025-09-26,34,ES,Desktop,Affiliate,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,16,47.3,2,-0.14,0,14.6,0,1,3,0.6474,1,8.0
14137,2022-10-03,53,US,SmartTV,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,2,24,43.5,4,-0.1,0,25.4,0,0,39,0.6683,0,
14138,2023-02-19,18,IT,Mobile,Referral,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,15,35.4,5,-0.89,0,16.6,0,1,34,0.88,1,6.0
